recipe_name,total_time,servings,yield,ingredients,directions,rating,url,nutrition,timing,processed_ingredients_directions,processed_ingredients
Southern-Style Baked Banana Pudding,45,8,1 10-inch pan,4 large eggs,"Separate eggs, placing the whites in the bowl of a stand mixer and the yolks into a saucepan.
Add sugar, salt, and 1/3 cup plus 1 tablespoon flour to the yolks. Splash in about 1/4 of the milk and start blending mixture with a whisk. Pour in remaining milk and whisk until smooth.
Cook and stir mixture over medium heat until hot to the touch, occasionally dipping your finger in to test. Whisk constantly until custard is thick enough to form ribbons.
Remove custard from heat and add vanilla extract, banana liqueur, and cold butter. Whisk until butter dissolves. Set custard aside.
Preheat the oven to 400 degrees F (200 degrees C).
Toss banana slices with lemon juice.
Spread a quarter of the custard over the bottom of a baking dish. Add a single layer of vanilla wafers. Cover with 1/2 of the bananas and spread 1/2 of the remaining custard on top. Add another layer of vanilla wafers, using slightly fewer this time. Top with the remaining bananas and custard. Smooth the top and tap dish against the counter to settle the pudding.
Add cream of tartar to the egg whites. Beat using the whisk attachment until foamy. Gradually add sugar and beat until stiff, but not dry, peaks form. Spread meringue over the pudding using a soft spatula, creating ridges for contrast.
Bake in the preheated oven until meringue is nicely browned, 7 to 10 minutes. Serve warm or chilled.











Chef John
",4.7,https://www.allrecipes.com/recipe/273495/southern-style-baked-banana-pudding/,"Total Fat 14g 17%, Saturated Fat 5g 23%, Cholesterol 102mg 34%, Sodium 272mg 12%, Total Carbohydrate 64g 23%, Dietary Fiber 2g 8%, Total Sugars 25g, Protein 8g, Vitamin C 4mg 22%, Calcium 99mg 8%, Iron 2mg 10%, Potassium 345mg 7%","Prep Time: 30 mins, Cook Time: 15 mins, Total Time: 45 mins, Servings: 8, Yield: 1 10-inch pan",butter liqueur mixture custard extract nicely peak medium meringue constantly dry serve add preheat cook brown pudding mixer c   john place chilled   slice butter form f banana degree egg aside counter stiff beat   thick sugar settle white start few test remain yolk whisk hot tap bowl spatula tablespoon cup smooth egg whisk finger vanilla   dish cover banana heat slightly white soft stir salt pour toss tartar oven gradually foamy bake form cold   splash yolk   lemon chef   pudding plus juice smooth egg   touch dissolve contrast sugar minute custard single bake flour stand layer occasionally milk large wafer wafer saucepan cream spread ribbon preheat separate quarter ridge dip dish attachment   warm create time blend remove set,large egg
Healthy Chocolate Smoothie,10,2,missing,"2  very ripe bananas, 1 cup milk, 6  ice cubes, 1 ½ tablespoons unsweetened cocoa powder, 1 tablespoon peanut butter, 1 teaspoon vanilla extract","Combine bananas, milk, ice cubes, cocoa powder, peanut butter, and vanilla in a blender; blend on high speed until smooth. Pour into 2 glasses.",4.3,https://www.allrecipes.com/recipe/245061/healthy-chocolate-smoothie/,"Total Fat 7g 9%, Saturated Fat 3g 14%, Cholesterol 10mg 3%, Sodium 92mg 4%, Total Carbohydrate 37g 13%, Dietary Fiber 5g 18%, Total Sugars 21g, Protein 8g, Vitamin C 11mg 53%, Calcium 159mg 12%, Iron 1mg 6%, Potassium 724mg 15%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 2",blender banana combine glass cube pour    teaspoon unsweetene powder cocoa   speed peanut blend milk tablespoon butter vanilla   cup extract smooth high ice tablespoon   ripe,ripe banana cup milk ice cube tablespoon unsweetene cocoa powder peanut butter teaspoon vanilla extract
Simple Banana Bread,80,10,1 8x4-inch loaf,"  cooking spray, 2 cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon salt, 4  ripe bananas, mashed, 2 large eggs, ⅔ cup white sugar, ½ cup chopped walnuts","Preheat the oven to 350 degrees F (175 degrees C). Grease an 8x4-inch loaf pan and set aside.
Sift together flour, baking powder, and salt in a large bowl. Set aside.
Mash bananas in another bowl and stir in eggs and sugar.
Stir the flour mixture into the banana mixture just to combine, then fold in walnuts. Pour the batter into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center of the bread comes out clean, 55 to 65 minutes.
Remove from the oven and cool on a rack for 10 minutes, then remove from the pan and cool completely. Slice and serve.",4.0,https://www.allrecipes.com/recipe/6757/simple-banana-bread/,"Total Fat 5g 7%, Saturated Fat 1g 4%, Cholesterol 37mg 12%, Sodium 180mg 8%, Total Carbohydrate 44g 16%, Dietary Fiber 2g 8%, Total Sugars 19g, Protein 5g, Vitamin C 4mg 21%, Calcium 44mg 3%, Iron 2mg 9%, Potassium 235mg 5%","Prep Time: 15 mins, Cook Time: 55 mins, Additional Time: 10 mins, Total Time: 1 hrs 20 mins, Servings: 10, Yield: 1 8x4-inch loaf",mixture salt white    walnut preheat c rack   chop pan cup flour ripe prepare minute slice f banana degree sugar egg mash aside   powder batter completely allpurpose   bowl    cup egg   center clean banana banana bread combine stir salt cool serve pour oven sift bake   xinch   pan spray sugar minute cook walnut bake come flour toothpick large teaspoon preheat set loaf grease    bowl remove mash insert fold,cooking spray cup allpurpose flour teaspoon bake powder salt ripe banana mash large egg white sugar chop walnut
Overnight Chia Oats,485,1,missing,"1 cup Almond Breeze Vanilla almondmilk, ½ cup rolled oats, ½ medium banana, mashed, 1 tablespoon chia seeds","Combine almond milk, oats, mashed banana, and chia seeds in a 1-pint jar. Seal with a lid and shake well. Refrigerate 8 hours to overnight.",4.7,https://www.allrecipes.com/recipe/269573/overnight-chia-oats/,"Total Fat 9g 11%, Saturated Fat 1g 4%, Sodium 155mg 7%, Total Carbohydrate 60g 22%, Dietary Fiber 10g 34%, Total Sugars 21g, Protein 9g, Vitamin C 7mg 34%, Calcium 90mg 7%, Iron 3mg 16%, Potassium 375mg 8%","Prep Time: 5 mins, Additional Time: 8 hrs, Total Time: 8 hrs 5 mins, Servings: 1",seed seal medium almond combine jar    shake roll mashed refrigerate almondmilk oats chia mash   milk overnight tablespoon hour   cup banana lid pint vanilla breeze,cup almond breeze vanilla almondmilk roll oats medium banana mash tablespoon chia seed
Easy Banana Brownies,50,16,16 squares,"½ cup unsalted butter, ⅔ cup semisweet chocolate chips, 1 large egg, ⅔ cup packed light brown sugar, 1 small ripe banana, mashed, ½ teaspoon vanilla extract, ¼ teaspoon salt, ¾ cup all-purpose flour","Preheat the oven to 325 degrees F (165 degrees C). Grease an 8-inch square baking pan.
Melt butter in a saucepan over medium-low heat. Remove from the heat and stir in chocolate chips until melted. Set aside to cool for 5 minutes.
While the chocolate mixture is cooling, lightly beat egg in a medium bowl. Stir in brown sugar, mashed banana, vanilla, and salt until well combined.
Stir cooled melted chocolate mixture into banana mixture until well combined. Stir in flour until just incorporated. Spread batter into the prepared pan.
Bake in the preheated oven until the top is dry and the edges have started to pull away from the sides of the pan, about 30 minutes.
Let pan cool on a wire rack before cutting into 16 squares.











Unknown
",4.5,https://www.allrecipes.com/recipe/159329/easy-banana-brownies/,"Total Fat 8g 11%, Saturated Fat 5g 25%, Cholesterol 27mg 9%, Sodium 85mg 4%, Total Carbohydrate 19g 7%, Dietary Fiber 1g 3%, Total Sugars 14g, Protein 1g, Vitamin C 1mg 3%, Calcium 14mg 1%, Iron 1mg 3%, Potassium 73mg 2%","Prep Time: 15 mins, Cook Time: 35 mins, Total Time: 50 mins, Servings: 16, Yield: 16 squares",butter    mixture extract medium side salt     chocolate preheat pull combine chip semisweet c brown butter rack pan unknown saucepan egg small ripe prepare edge f degree pan mashed beat melt batter mediumlow allpurpose incorporate    square cup cut vanilla lightly pack vanilla let banana heat stir   salt away heat cool oven inch bake mashed unsalted pan    light banana egg melt   sugar minute dry bake flour melt large   spread teaspoon preheat chip wire aside cool grease square    bowl remove cool set start,cup unsalted butter semisweet chocolate chip large egg pack light brown sugar small ripe banana mashed teaspoon vanilla extract salt allpurpose flour
Easy Banana Loaf Cake,65,8,1 loaf pan,"1 ½ cups all-purpose flour, 1 cup white sugar, ¼ cup butter, softened, 1 teaspoon vanilla extract, 1 teaspoon baking soda, ½ teaspoon baking powder, 1  egg, 3  very ripe bananas","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 5x9-inch loaf pan.
Mash bananas and add flour, sugar, butter, vanilla, baking powder, baking soda and egg. Mix well. Pour into loaf pan.
Bake in preheated oven until toothpick inserted into center of cake comes out clean, 50 to 60 minutes.",4.7,https://www.allrecipes.com/recipe/8301/banana-loaf-cake-i/,"Total Fat 7g 9%, Saturated Fat 4g 20%, Cholesterol 39mg 13%, Sodium 238mg 10%, Total Carbohydrate 53g 19%, Dietary Fiber 2g 6%, Total Sugars 31g, Protein 4g, Vitamin C 4mg 19%, Calcium 28mg 2%, Iron 1mg 8%, Potassium 195mg 4%","Prep Time: 15 mins, Cook Time: 50 mins, Total Time: 1 hrs 5 mins, Servings: 8, Yield: 1 loaf pan",insert bake come clean    flour toothpick minute extract    xinch soften f bananas white egg degree pour cake    teaspoon preheat oven powder soda preheat add   bake soda allpurpose loaf   pan c butter grease   cup mix cup vanilla egg mash ripe vanilla flour sugar   center,cup allpurpose flour white sugar butter soften teaspoon vanilla extract bake soda powder egg ripe banana
Cream Cheese Banana Bread,75,8,1 9x5-inch loaf,  cooking spray,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan with cooking spray.
Combine butter, brown sugar, 1 egg, sour cream, 1/4 cup white sugar, and vanilla extract in a large bowl; whisk until smooth. Mash in bananas using a fork. Whisk in 1 cup flour, baking soda, baking powder, and salt until just combined.
Whisk cream cheese, 1 egg, 1/4 cup white sugar, and 3 tablespoons flour together in a separate bowl.
Pour half of the banana mixture into the prepared loaf pan. Spread cream cheese mixture evenly on top. Pour remaining banana mixture over cream cheese mixture.
Bake in the preheated oven until top is firm, about 50 minutes. Cool in the pan, about 5 minutes.",4.5,https://www.allrecipes.com/recipe/256401/cream-cheese-banana-bread/,"Total Fat 20g 25%, Saturated Fat 12g 59%, Cholesterol 96mg 32%, Sodium 324mg 14%, Total Carbohydrate 48g 17%, Dietary Fiber 1g 5%, Total Sugars 30g, Protein 5g, Vitamin C 3mg 13%, Calcium 63mg 5%, Iron 2mg 8%, Potassium 192mg 4%","Prep Time: 20 mins, Cook Time: 50 mins, Additional Time: 5 mins, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 1 9x5-inch loaf",cream mixture   combine salt white half soda preheat firm combine spray c butter brown cheese xinch pan egg flour prepare f banana degree pan powder evenly remain   cup extract whisk vanilla   banana cool pour oven bake pan smooth spray   sugar minute cook bake cheese flour   large cream bowl spread preheat separate loaf grease    sour bowl mash tablespoon mixture fork,cooking spray
Kiwi Jam,760,40,5 cups,"24  kiwis, peeled and mashed, ¾ cup pineapple juice, ¼ cup fresh lemon juice, 3  apples, unpeeled and halved, 4 cups white sugar","In a large saucepan, combine 3 cups mashed kiwi, pineapple juice, lemon juice and apples. Bring to a boil and then add the sugar; stir to dissolve, reduce heat and simmer for 30 minutes.
Sterilize the jars and lids in boiling water for at least 5 minutes. Pack the jam into the hot, sterilized jars, filling the jars to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil over high heat, then carefully lower the jars into the pot using a holder. Leave a 2 inch space between the jars. Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars. Bring the water to a full boil, cover the pot, and process for 10 minutes.",4.6,https://www.allrecipes.com/recipe/25904/kiwi-jam/,"Total Fat 0g 0%, Sodium 2mg 0%, Total Carbohydrate 29g 10%, Dietary Fiber 2g 6%, Total Sugars 26g, Protein 1g, Vitamin C 43mg 214%, Calcium 17mg 1%, Iron 0mg 1%, Potassium 158mg 3%","Prep Time: 10 mins, Cook Time: 30 mins, Additional Time: 12 hrs, Total Time: 12 hrs 40 mins, Servings: 40, Yield: 5 cups",boil    saucepan   combine white run   water place sterilize add spatula kiwi sterilize necessary ring fill pot rack fresh cup high dissolve process top simmer boiling inside unpeele fill mashed heat moist   pineapple food sugar stockpot lid jar peel wipe knife cup halve   paper cover inch heat jar stir screw air pour residue lid level fill   thin rim mash lemon towel hot      sugar   water leave pack apple minutes juice carefully jar large boil bubble kiwis halfway reduce jam juice    apple bring low remove holder pot space,kiwis peel mashed cup pineapple juice fresh lemon apple unpeele halve white sugar
Kiwi Banana Apple Smoothie,10,2,2 servings,"1  apple, roughly chopped, 1  banana, broken into chunks, 2  kiwifruit, peeled, 1 ¼ cups milk, ¼ cup ice, or as desired, 2 teaspoons chia seeds, 1 teaspoon maca powder","Blend apple, banana, kiwifruit, milk, ice, chia seeds, and maca powder together in a blender until smooth.",4.8,https://www.allrecipes.com/recipe/241259/kiwi-banana-apple-smoothie/,"Total Fat 5g 6%, Saturated Fat 2g 11%, Cholesterol 12mg 4%, Sodium 67mg 3%, Total Carbohydrate 44g 16%, Dietary Fiber 7g 25%, Total Sugars 28g, Protein 8g, Vitamin C 78mg 388%, Calcium 227mg 17%, Iron 1mg 4%, Potassium 749mg 16%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 2, Yield: 2 servings",broken kiwifruit desire maca chop    roughly teaspoon ice teaspoon chunk powder   blender chia blend milk   cup apple banana smooth peel cup seed,apple roughly chop banana break chunk kiwifruit peel cup milk ice desire teaspoon chia seed maca powder
PHILADELPHIA® Fruit Pizza,179,12,12 wedges,"1 (16.5 ounce) package refrigerated sliceable sugar cookies, sliced, 1 (8 ounce) package PHILADELPHIA Cream Cheese, softened, ¼ cup sugar, ½ teaspoon vanilla, 4 cups assorted cut-up fruit (kiwi, strawberries, blueberries, drained canned mandarin oranges), ¼ cup apricot preserves, pressed through sieve to remove lumps, 1 tablespoon water","Heat oven to 375 degrees F.
Line 12-inch pizza pan with foil; spray with cooking spray. Arrange cookie dough slices in single layer in prepared pan; press together to form crust. Bake 14 min.; cool completely. Invert onto plate; carefully remove foil. Turn crust over.
Beat cream cheese, sugar and vanilla with mixer until well blended. Spread over crust.
Top with fruit. Mix preserves and water; brush over fruit. Refrigerate 2 hours.",4.9,https://www.allrecipes.com/recipe/136145/philadelphia-fruit-pizza/,"Total Fat 15g 20%, Saturated Fat 6g 29%, Cholesterol 25mg 8%, Sodium 218mg 9%, Total Carbohydrate 36g 13%, Dietary Fiber 1g 4%, Total Sugars 17g, Protein 3g, Vitamin C 30mg 149%, Calcium 9mg 1%, Iron 1mg 7%, Potassium 91mg 2%","Prep Time: 15 mins, Additional Time: 2 hrs 44 mins, Total Time: 2 hrs 59 mins, Servings: 12, Yield: 12 wedges",    ounce    turn assorted inch spray mixer fruit invert cheese cookie min pan cups sliceable slice water prepare   f cookie slice soften degree beat refrigerate   sugar blueberry fruit brush completely arrange tablespoon press cup apricot orange vanilla vanilla cutup heat drain cool dough oven philadelphia foil form   preserve   crust preserve spray water sieve line sugar package cook bake single carefully layer strawberry lumps cream spread teaspoon refrigerate crust hour kiwi plate foil press   mandarin blend can   remove pizza pan mix,ounce package refrigerate sliceable sugar cookie slice philadelphia cream cheese soften cup teaspoon vanilla assort cutup fruit kiwi strawberry blueberry drain can mandarin orange apricot preserve press sieve remove lump tablespoon water
Fruit Pizza Even Better,75,16,missing,"  butter-flavored cooking spray, 2 cups all-purpose flour, ½ cup confectioners' sugar, 1 cup cold butter, 1 (8 ounce) package cream cheese, softened, ⅓ cup white sugar, 1 teaspoon almond extract, 2 cups sliced fresh strawberries, 1 cup fresh blueberries, 1  kiwi, peeled and sliced, 1 cup unsweetened pineapple juice, ½ cup white sugar, 2 tablespoons cornstarch, 1 teaspoon lemon juice","Preheat the oven to 350 degrees F (175 degrees C). Lightly spray a 12-inch round pizza pan with butter-flavored cooking spray.
Combine flour and confectioners' sugar in a bowl. Cut in butter with a knife or pastry blender until the mixture resembles coarse crumbs. Press into the prepared pizza pan to make a crust.
Bake in the preheated oven until very lightly browned, 12 to 15 minutes. Cool on a wire rack.
Beat cream cheese, 1/3 cup white sugar, and almond extract until smooth; spread over completely cooled crust. Arrange strawberries, blueberries, and kiwi decoratively over cream cheese mixture.
Mix pineapple juice, 1/2 cup white sugar, cornstarch, and lemon juice in a saucepan until smooth; bring to a boil. Cook and stir until thickened, about 2 minutes. Cool slightly and drizzle over fruit. Refrigerate until chilled.",4.8,https://www.allrecipes.com/recipe/228837/fruit-pizza-even-better/,"Total Fat 17g 21%, Saturated Fat 10g 52%, Cholesterol 46mg 15%, Sodium 124mg 5%, Total Carbohydrate 33g 12%, Dietary Fiber 1g 4%, Total Sugars 18g, Protein 3g, Vitamin C 19mg 96%, Calcium 25mg 2%, Iron 1mg 6%, Potassium 111mg 2%","Prep Time: 30 mins, Cook Time: 15 mins, Additional Time: 30 mins, Total Time: 1 hrs 15 mins, Servings: 16",butter mixture extract   ounce almond combine slice white     crumb preheat inch cook coarse brown kiwi spray kiwi c cut butter cheese    fresh pan cup slice saucepan flour chill prepared     soften f degree beat smooth mixture refrigerate pineapple pastry sugar blueberry fruit arrange allpurpose   confectioner peel decoratively knife cup extract cornstarch lightly    slightly stir cool oven unsweetened   cold thicken completely lemon boil resemble spray spray sugar package minute juice cooking bake cheese flour rack strawberry cream spread teaspoon preheat drizzle crust blender juice wire cool press   bowl round bring pizza tablespoon butterflavore mix,butterflavore cooking spray cup allpurpose flour confectioner sugar cold butter ounce package cream cheese soften white teaspoon almond extract slice fresh strawberry blueberry kiwi peel unsweetene pineapple juice tablespoon cornstarch lemon
